tBodyAccmeanX	tBodyAccmeanY	tBodyAccmeanZ	tBodyAccstdX	tBodyAccstdY	tBodyAccstdZ	tGravityAccmeanX	tGravityAccmeanY	tGravityAccmeanZ	tGravityAccstdX	tGravityAccstdY	tGravityAccstdZ	tBodyAccJerkmeanX	tBodyAccJerkmeanY	tBodyAccJerkmeanZ	tBodyAccJerkstdX	tBodyAccJerkstdY	tBodyAccJerkstdZ
21	0.25309467	-0.044192268	-0.13929762	-0.96892213	-0.9103836	-0.91886033	0.88639445	-0.42463213	0.049435445	-0.97642372	-0.94935411	-0.98430715	0.069933008	-0.0029778293	-0.0087410564	-0.94378163	-0.92890125	-0.96683346
22	0.27133883	-0.029954058	-0.11859533	-0.96093148	-0.90503507	-0.87126958	0.8782922	-0.44115702	0.039357117	-0.97823679	-0.94589569	-0.93292764	0.10063345	0.061156235	0.028254346	-0.9110978	-0.90753609	-0.93324296
23	0.29926682	0.011798517	-0.031653276	-0.94875426	-0.84418244	-0.88070536	0.87638473	-0.44715997	0.039266249	-0.98946113	-0.97012703	-0.91379833	0.072036923	0.019867445	0.00019655927	-0.88857658	-0.86106469	-0.92702027
24	0.29389749	0.01115091	-0.069281198	-0.96241329	-0.86333992	-0.85995713	0.88282593	-0.43031319	0.066307063	-0.97763912	-0.91799566	-0.86717267	0.067964088	-0.0080134702	-0.02831438	-0.92750791	-0.89498259	-0.96125155
25	0.27563911	-0.015565524	-0.1254582	-0.98916068	-0.96851562	-0.96872274	0.88824855	-0.41368431	0.081629881	-0.99197651	-0.97603214	-0.969735	0.085393668	0.013232424	-0.015536821	-0.98039241	-0.97121581	-0.98048179
26	0.27225459	-0.025051205	-0.13318432	-0.99115349	-0.96354868	-0.97316133	0.88833105	-0.41194179	0.075492335	-0.99607584	-0.99233821	-0.96880022	0.07232242	-0.0040930707	0.0022683017	-0.98679902	-0.97633977	-0.98315362
27	0.27642711	-0.026277565	-0.12694133	-0.99298881	-0.96561954	-0.9657378	0.88653599	-0.41739217	0.065348552	-0.99497146	-0.97217475	-0.95317626	0.074509321	0.017702929	0.034901242	-0.99122791	-0.98334338	-0.99065479
28	0.28016952	-0.014362437	-0.10047145	-0.99359232	-0.9719031	-0.97793999	0.88595445	-0.42208281	0.05903586	-0.99566606	-0.9876842	-0.98105626	0.072727808	0.010693404	0.0035057619	-0.98996687	-0.98474713	-0.98931245
29	0.27746102	-0.01584543	-0.10639347	-0.99502745	-0.97159341	-0.97872472	0.88675759	-0.42075175	0.061267268	-0.99613717	-0.98906538	-0.98159227	0.076517346	0.010128253	-0.013201935	-0.98961731	-0.98141948	-0.9894596
30	0.28837469	-0.0085476599	-0.10705876	-0.99334035	-0.9619744	-0.98449309	0.88727114	-0.41949043	0.062138516	-0.99569824	-0.98992735	-0.99078944	0.079692861	0.021893719	0.019722732	-0.99297171	-0.98450842	-0.99185676
31	0.28590496	-0.0077447295	-0.10273652	-0.99188377	-0.96571091	-0.98415868	0.89033905	-0.41431632	0.063073539	-0.98596458	-0.97055933	-0.98387503	0.073692837	0.022299194	0.024172207	-0.99448244	-0.98340546	-0.99015863
32	0.29648714	-0.014684879	-0.13980848	-0.98771367	-0.83424238	-0.94105035	0.95201324	-0.12719693	0.17324768	-0.97442821	-0.87785609	-0.9336702	0.074167624	-0.088429566	-0.00057513147	-0.98766148	-0.95062266	-0.98048751
33	0.27723542	-0.025677001	-0.11843072	-0.99639048	-0.95268767	-0.96541011	0.95776214	-0.12120449	0.16651548	-0.99215769	-0.95481082	-0.94772651	0.074857362	0.031491585	0.0039751972	-0.99582259	-0.98541127	-0.99165507
34	0.2782907	-0.014536086	-0.10524253	-0.99678611	-0.98839324	-0.98950215	0.95789199	-0.12711834	0.16163958	-0.99692667	-0.99157732	-0.99292938	0.079741234	0.0054060827	-0.0048041466	-0.99516755	-0.99168063	-0.99135946
35	0.27815992	-0.0076678258	-0.09927102	-0.99697493	-0.96211178	-0.987355	0.95792518	-0.12454962	0.16376124	-0.998006	-0.98845697	-0.9901987	0.07369633	0.0094546512	0.0058232317	-0.9950484	-0.98639555	-0.9912641
36	0.27664638	-0.0049748937	-0.104754	-0.99726953	-0.96546147	-0.98114499	0.95832834	-0.11858919	0.16680067	-0.99939896	-0.97259765	-0.98544416	0.075933689	0.014606303	-0.0051785599	-0.99392769	-0.97607626	-0.99182512
37	0.27829493	-0.022664347	-0.11591945	-0.99724431	-0.96872118	-0.98613179	0.95832272	-0.11314063	0.16759019	-0.99952115	-0.9913736	-0.99196495	0.077460728	0.0038718084	-0.0099158808	-0.99287631	-0.97492111	-0.99132841
38	0.27505303	-0.024059404	-0.10589705	-0.99525842	-0.97190867	-0.98360641	0.95841903	-0.1158856	0.1660208	-0.99888949	-0.98042137	-0.99596864	0.074694506	0.01564664	0.013952444	-0.99061035	-0.98198548	-0.99141782
39	0.27486428	-0.01561837	-0.097528302	-0.99623776	-0.98664644	-0.989707	0.95761533	-0.11965332	0.16733906	-0.99595146	-0.99389772	-0.98683224	0.075529732	0.020093856	0.011850313	-0.99227354	-0.98618217	-0.98957602
40	0.27871074	-0.016793927	-0.10524076	-0.99859653	-0.9906669	-0.98746213	0.95685371	-0.11945235	0.17076173	-0.99854623	-0.99717066	-0.98719726	0.075792868	0.0082702907	-0.0046005261	-0.99673138	-0.99093654	-0.98935414
41	0.27822455	-0.016181738	-0.1075716	-0.99822604	-0.99043752	-0.98923957	0.95709207	-0.11889701	0.17216278	-0.99865366	-0.99858765	-0.99630003	0.076381493	0.0032129773	-0.00018746671	-0.99810136	-0.98993492	-0.99254022
42	0.27625455	-0.016985093	-0.10885324	-0.99639413	-0.98567065	-0.98354536	0.957125	-0.11843093	0.17257908	-0.99902145	-0.997234	-0.99413399	0.077142483	0.017151419	-0.0013815426	-0.99658085	-0.98474296	-0.99069383
43	0.27574674	-0.015388072	-0.10505767	-0.99581447	-0.98247951	-0.9819142	0.9567784	-0.11826838	0.17243002	-0.99838027	-0.99703086	-0.99311082	0.076351845	0.013059249	0.001419995	-0.99383983	-0.98486341	-0.99254104
44	0.28028279	-0.019175262	-0.10932156	-0.99531257	-0.975241	-0.97892176	0.95656471	-0.11752757	0.17319654	-0.99757762	-0.99353276	-0.98846658	0.077208833	0.003495444	-0.00073970854	-0.99278339	-0.98489323	-0.99591241
45	0.28540286	0.002355779	-0.16984868	-0.95371281	-0.86194417	-0.78706775	0.97078586	-0.14664468	0.070036345	-0.91948606	-0.85676875	-0.74690999	0.056061067	0.090742267	0.11850025	-0.95368813	-0.94604718	-0.97086316
46	0.27047249	-0.0089373643	-0.095150167	-0.98563184	-0.91172769	-0.94366406	0.97523081	-0.14167883	0.04680685	-0.9759878	-0.9309246	-0.95667189	0.078423432	-0.029601453	0.006568441	-0.9774202	-0.98297468	-0.98773552
47	0.28022445	-0.028037933	-0.12428498	-0.99664261	-0.9761271	-0.98747869	0.97188567	-0.13578742	0.050809506	-0.99583498	-0.97340841	-0.97859934	0.082323028	0.0094048744	-0.016392014	-0.99289105	-0.98862958	-0.99372502
48	0.27724091	-0.01767369	-0.12039377	-0.99512799	-0.9871038	-0.98904192	0.97291478	-0.14172722	0.0453806	-0.99880018	-0.98854617	-0.97180417	0.075848405	0.03363227	-0.00046564644	-0.98752889	-0.98612875	-0.9900962
49	0.27925474	-0.012044574	-0.11526539	-0.98482887	-0.96879944	-0.96316567	0.97305475	-0.14153892	0.04091304	-0.9997964	-0.98926855	-0.99196828	0.065939902	0.015001399	-0.0011348123	-0.97442851	-0.97658469	-0.97887286
50	0.27981772	-0.010396061	-0.11320248	-0.98493079	-0.95923068	-0.96438621	0.97327809	-0.13761653	0.038872702	-0.99902909	-0.98490733	-0.98913861	0.07463448	-0.02744252	0.0079791098	-0.97657193	-0.97306215	-0.98131878
51	0.27579491	-0.034804666	-0.10983325	-0.99417869	-0.92858508	-0.99348617	0.9737383	-0.13624316	0.036339561	-0.99904087	-0.98138727	-0.98956689	0.08228413	-0.0036980041	0.008195098	-0.99085772	-0.98303852	-0.99150591
52	0.27379132	-0.041945691	-0.10724671	-0.99483845	-0.94900945	-0.98929992	0.9733727	-0.14797011	0.03520866	-0.99671867	-0.93773675	-0.99570813	0.075690948	0.038669285	0.0010182271	-0.99065783	-0.98980653	-0.99237329
53	0.27609539	-0.018046144	-0.11243656	-0.99592796	-0.96849709	-0.98746474	0.97218035	-0.16143042	0.035495106	-0.99667264	-0.9753293	-0.99333685	0.077046851	0.03047743	-0.007835288	-0.9919048	-0.98847409	-0.99466953
54	0.27767523	-0.012379484	-0.10466656	-0.99824732	-0.98968847	-0.97817711	0.97156856	-0.16212082	0.034019738	-0.99949096	-0.98790344	-0.98775243	0.07794397	0.0086732393	0.0065144189	-0.99549001	-0.98874009	-0.99476802
55	0.27679437	-0.017846957	-0.099866917	-0.99683186	-0.98725167	-0.97461636	0.97148516	-0.15944776	0.035579575	-0.99947294	-0.99553439	-0.97592964	0.071987524	0.011985198	-0.0067160452	-0.99374656	-0.98721727	-0.99504459
56	0.17376905	-0.024869125	-0.094733441	-0.8938616	-0.94420408	-0.96082431	-0.69553313	0.72141371	0.67577988	-0.79814709	-0.99054068	-0.9808685	0.14824513	0.018076146	-0.0099643768	-0.91683397	-0.94576047	-0.96825575
57	0.3009048	-0.023610414	-0.096890735	-0.98681212	-0.974874	-0.9869338	-0.72762928	0.71743485	0.68079188	-0.97539016	-0.98538598	-0.97649265	0.084172767	0.013429448	-0.0088533945	-0.98356356	-0.97996292	-0.98975629
58	0.28567994	-0.021402652	-0.099788959	-0.98882456	-0.99010644	-0.99850164	-0.72085621	0.71396105	0.68526411	-0.97869812	-0.99342254	-0.98917087	0.059172424	0.020983328	0.003382057	-0.98741145	-0.98856702	-0.99473185
59	0.27205902	-0.021271356	-0.10063642	-0.99521892	-0.99197156	-0.99657104	-0.71824729	0.71111133	0.68862349	-0.99439039	-0.98893361	-0.98558872	0.076035903	0.013382995	-0.007992728	-0.99049702	-0.99305729	-0.99442248
60	0.27631974	-0.017844672	-0.10385552	-0.99576459	-0.99564856	-0.9942946	-0.71982373	0.70859517	0.69142117	-0.99750135	-0.99469385	-0.99334447	0.083713455	0.011526507	-0.0058181692	-0.99257405	-0.99568368	-0.9947109
61	0.27869543	-0.017640511	-0.10511841	-0.99746842	-0.99845545	-0.99334269	-0.72009525	0.7081513	0.69318963	-0.99941554	-0.998695	-0.9931461	0.075670506	0.0068063114	0.0077829162	-0.99467264	-0.99461526	-0.99288006
62	0.28026202	-0.018697516	-0.10968549	-0.99612342	-0.99807443	-0.99196657	-0.71981933	0.70791099	0.69418107	-0.99949955	-0.99746151	-0.99584669	0.083126265	0.00995022	0.0037197928	-0.99359223	-0.99423975	-0.99192484
63	0.29238966	-0.014798532	-0.11487816	-0.99280911	-0.99112641	-0.99202521	-0.71847033	0.70722564	0.69341273	-0.99218778	-0.99726372	-0.99388791	0.081997015	0.014824447	0.0073997541	-0.99349931	-0.99325447	-0.99263375
64	0.29089459	-0.012652477	-0.11315576	-0.98930153	-0.99094197	-0.99122081	-0.71309112	0.70885242	0.6912159	-0.97917626	-0.98876467	-0.99004222	0.06159483	0.0083470872	-0.0068951122	-0.99356918	-0.99464584	-0.98986931
65	0.27191593	-0.019731212	-0.10278027	-0.99074021	-0.98734334	-0.99000242	-0.70914868	0.71106611	0.68994861	-0.9903629	-0.99340582	-0.99340721	0.070519824	0.0046784377	-0.012536393	-0.9952761	-0.99569201	-0.99051871
66	0.29301384	-0.01607838	-0.11018298	-0.98371207	-0.97530943	-0.98214793	-0.71036516	0.70956997	0.69175181	-0.98983768	-0.98945168	-0.98772529	0.085430755	0.022670342	-0.013913567	-0.99518068	-0.99435675	-0.99640333
67	0.33999093	-0.039323711	-0.11380871	-0.8552877	-0.88627572	-0.91776601	-0.58922506	0.7846827	0.63285929	-0.689061	-0.89838755	-0.89634225	0.17251034	0.050036903	-0.09166723	-0.972563	-0.96187523	-0.97947878
68	0.32773332	-0.012972104	-0.10934048	-0.91832647	-0.9739953	-0.96697887	-0.58048716	0.77009784	0.63225034	-0.84447983	-0.98368765	-0.96073927	0.039292808	0.0073950262	0.0170328	-0.98939719	-0.98008862	-0.99036092
69	0.26238254	-0.020021626	-0.099674861	-0.96097213	-0.99090799	-0.98377812	-0.56016657	0.77174741	0.63096127	-0.95858439	-0.9925661	-0.97858753	0.089127334	0.0048566452	0.0027823965	-0.98908237	-0.98883232	-0.99048048
70	0.29490692	-0.017273605	-0.10855348	-0.97238323	-0.99040729	-0.99071755	-0.56364509	0.77073753	0.63399216	-0.97033109	-0.99455166	-0.99423313	0.078494785	0.017328539	-0.015292153	-0.98862821	-0.99072561	-0.98920526
71	0.2673108	-0.017739291	-0.10418492	-0.97618683	-0.98801979	-0.99327413	-0.55997593	0.77059469	0.63445297	-0.97810879	-0.99684782	-0.99465297	0.077769042	0.0049524785	0.0037924964	-0.99031617	-0.98698079	-0.99004389
72	0.29493279	-0.018148994	-0.10870259	-0.97149269	-0.98887703	-0.99356016	-0.56124794	0.77026141	0.63556832	-0.97751018	-0.99542073	-0.99390653	0.079098632	0.015055689	0.012241295	-0.99230104	-0.98533741	-0.99323391
73	0.2843065	-0.017380345	-0.10824585	-0.97250517	-0.99019849	-0.98989676	-0.55560372	0.76955427	0.63545798	-0.96802429	-0.99841399	-0.99472111	0.062898707	0.01253753	-0.012163607	-0.99370963	-0.98516674	-0.99252382
74	0.27747775	-0.017918468	-0.10552646	-0.97290191	-0.98988889	-0.98890697	-0.55417483	0.76906401	0.63554937	-0.9783072	-0.99620099	-0.99402872	0.094204621	0.0059664465	-0.0015305477	-0.99283501	-0.98626686	-0.98663114
75	0.31454279	-0.015639484	-0.11205392	-0.97482366	-0.99079803	-0.99323782	-0.55271292	0.76874208	0.63638767	-0.96330987	-0.99623657	-0.9970744	0.075351154	0.013076733	0.0068509114	-0.98974996	-0.98832069	-0.98767463
76	0.27616038	-0.018258159	-0.10492036	-0.97000881	-0.98965068	-0.9862869	-0.54135944	0.76948547	0.63553833	-0.96436164	-0.99617311	-0.99427727	0.059309913	0.0048735219	0.00020497514	-0.99057679	-0.989595	-0.99259907
77	0.27628845	-0.020230299	-0.099639409	-0.9720728	-0.99289582	-0.98776726	-0.54142899	0.76868403	0.63685569	-0.97314766	-0.99265662	-0.98366111	0.086535909	0.014491718	-0.0082304493	-0.99369872	-0.98940885	-0.99300827
78	0.323685	-0.015714002	-0.11094539	-0.97812842	-0.99262693	-0.98885228	-0.53980076	0.76711883	0.63977993	-0.9586241	-0.99599343	-0.98944303	0.072480984	0.013565205	-0.01340999	-0.99264594	-0.9897246	-0.99108475
79	0.27524826	-0.016467107	-0.11215011	-0.96345392	-0.99113223	-0.98983504	-0.5260992	0.76781001	0.63887995	-0.9596428	-0.99435951	-0.98795368	0.06358326	0.0059606386	0.009815996	-0.99235107	-0.98925903	-0.99147512
80	0.20396243	-0.03234452	-0.096881229	-0.46550359	-0.18078545	-0.45510762	0.91990897	-0.34745672	0.019693368	-0.95363666	-0.94686234	-0.97638778	-0.076950116	0.19753131	0.17866917	-0.36921663	-0.1930675	-0.67787086
81	0.24934321	-0.003410981	-0.056041574	-0.39947643	-0.13784483	-0.46127072	0.91317298	-0.35173678	0.024970325	-0.96968371	-0.97254632	-0.96882462	0.1098415	0.24202474	0.38010598	-0.25739068	-0.097353346	-0.66325596
82	0.32505052	-0.029803725	-0.077847175	-0.46511952	0.013452774	-0.36764586	0.92082397	-0.3520701	0.03009841	-0.96114454	-0.98472398	-0.97036801	0.20181144	-0.053132556	-0.22104489	-0.33348001	0.13320048	-0.58652675
83	0.30880812	-0.022128064	-0.13210431	-0.51482627	0.032008875	-0.34900284	0.9248589	-0.35238246	0.02681797	-0.97876714	-0.98277077	-0.95874721	-0.15781456	-0.41419573	-0.23184476	-0.42708065	0.088669763	-0.57454534
84	0.26559921	-0.015936305	-0.12074953	-0.50094969	-0.16322961	-0.38942774	0.92575074	-0.34798633	0.021833768	-0.97055292	-0.97732225	-0.98224761	0.036206388	0.065936759	0.006147979	-0.44003795	-0.23812939	-0.62169026
85	0.18741915	-0.011533248	-0.10650963	-0.45085366	-0.19630865	-0.45986952	0.93036735	-0.34693153	0.024936703	-0.96842823	-0.98123371	-0.97750411	0.21662301	0.1923421	-0.094586394	-0.32592463	-0.241608	-0.63071448
86	0.28420274	0.013704674	-0.11395407	-0.4186222	-0.2075538	-0.48108057	0.9194876	-0.35116104	0.027523213	-0.94250381	-0.97937709	-0.98968003	0.31319683	-0.15093924	-0.0594674	-0.25325547	-0.20452321	-0.61917017
87	0.35782982	-0.013519015	-0.13127164	-0.45242107	-0.14979588	-0.4016534	0.91756393	-0.34765802	0.024733323	-0.95464413	-0.96741121	-0.97722989	0.16704118	-0.24945903	-0.020395044	-0.2847004	-0.16623011	-0.60075293
88	0.31870911	-0.037635508	-0.13241984	-0.4857706	-0.11708965	-0.37994246	0.92590036	-0.34119533	0.023588684	-0.98140199	-0.98560203	-0.97813168	-0.067741065	0.15038948	0.063997437	-0.35582645	-0.097607063	-0.591553
89	0.32008469	-0.010838647	-0.12170815	-0.50869464	-0.14424547	-0.42732416	0.92559833	-0.34217954	0.02382803	-0.98668843	-0.98338558	-0.9822987	-0.055432298	0.22394832	0.097897777	-0.39427008	-0.061414146	-0.62784783
90	0.19317016	-0.010586551	-0.088769599	-0.45619042	-0.1118152	-0.42346766	0.92793552	-0.33813924	0.022825926	-0.98636166	-0.96698422	-0.97486463	0.016393755	0.026227941	0.29978247	-0.34987239	-0.076039671	-0.63003224
91	0.19471487	-0.020176701	-0.049544661	-0.43733437	-0.096034303	-0.33753382	0.92382126	-0.33812038	0.026442976	-0.96381026	-0.9646543	-0.96493235	0.18390239	-0.14300088	0.045031719	-0.36092551	0.048052778	-0.52993581
92	0.34969095	-0.030496088	-0.10829783	-0.43251962	-0.10645645	-0.33723803	0.91229101	-0.34412649	0.028520145	-0.96068388	-0.97938009	-0.97999042	0.078867192	-0.26266148	-0.22244629	-0.3166973	0.069953279	-0.53228897
93	0.30870458	-0.024987159	-0.1238269	-0.40927888	-0.16756154	-0.43056196	0.92038307	-0.34381543	0.024102024	-0.93400525	-0.98340516	-0.97467581	-0.125362	0.27516556	-0.096186955	-0.26040101	-0.11073885	-0.60298513
94	0.21102476	-0.00058166814	-0.096443768	-0.44507331	-0.20747868	-0.47564538	0.93501171	-0.34177046	0.027762863	-0.98483097	-0.98719504	-0.95481318	0.13731322	0.34917101	0.053209195	-0.30989152	-0.19608234	-0.61762581
95	0.29771925	-0.020939986	-0.11438786	-0.42328085	-0.1925867	-0.4015868	0.92339513	-0.34763121	0.013877152	-0.95274418	-0.91931862	-0.96712389	-0.053633405	-0.33069396	-0.14453454	-0.33852253	-0.30545587	-0.6351714
96	0.33314426	-0.043446917	-0.12619938	-0.36324256	-0.096308953	-0.39038358	0.91703645	-0.35292961	0.015072697	-0.96241083	-0.9376576	-0.97050983	-0.18236577	-0.079360004	-0.054295248	-0.18188586	-0.16592505	-0.58008748
97	0.22981714	-0.0026481752	-0.082070626	-0.36385083	-0.084507907	-0.4022629	0.91511272	-0.35755328	0.020471249	-0.97895151	-0.97778697	-0.97511921	0.17030046	0.37307783	0.23890038	-0.22790483	-0.16101196	-0.58382785
98	0.23748279	0.0021969913	-0.048945315	-0.41352818	-0.16717209	-0.41275989	0.91791373	-0.34883514	0.02936331	-0.98999824	-0.96885053	-0.94916322	0.46171601	-0.20414815	0.0091505425	-0.38373187	-0.20361176	-0.58397619
99	0.33150518	-0.036584496	-0.10886677	-0.4146128	-0.16049444	-0.4266315	0.91867588	-0.34407411	0.034632273	-0.9873086	-0.98318893	-0.97261154	0.059344519	-0.27245612	-0.20627532	-0.28459729	-0.11452936	-0.63011412
100	0.26663115	-0.043309471	-0.14096216	-0.43377813	-0.10164616	-0.41532479	0.91969806	-0.34874928	0.028757953	-0.98991992	-0.97481912	-0.9608673	-0.19033716	0.27546072	-0.13423855	-0.30064632	-0.0098805129	-0.63386282
101	0.24042087	0.0010854188	-0.11888144	-0.4333206	-0.097815183	-0.39734057	0.91880373	-0.35224337	0.023289529	-0.98868188	-0.98806868	-0.97528476	0.097059424	0.33122146	0.17005394	-0.29554297	-0.031869747	-0.59671071
102	0.29112809	0.015567293	-0.10429218	-0.40452582	-0.13992573	-0.4314133	0.92053299	-0.34914283	0.022932528	-0.98617097	-0.98088619	-0.9831076	0.32153859	-0.11567972	-0.047846083	-0.22716378	-0.10407971	-0.60909497
103	0.35552927	-0.023789742	-0.12723972	-0.4094154	-0.16836145	-0.43723441	0.91832348	-0.34748446	0.023607305	-0.98073368	-0.99129869	-0.98222799	0.27574474	-0.088522628	-0.16941256	-0.2232972	-0.23259213	-0.65061248
104	0.28744253	-0.050273681	-0.13274829	-0.39217785	-0.12604296	-0.40340864	0.92162708	-0.34800133	0.023925932	-0.96332837	-0.98428308	-0.98575111	-0.29607683	0.071318847	0.26698337	-0.199218	-0.15694913	-0.63277534
105	0.1844141	-0.014817877	-0.089991964	-0.42249491	-0.14327744	-0.40279011	0.92611255	-0.35484126	0.023371871	-0.9690812	-0.95672309	-0.98682077	-0.12879823	0.031930547	0.19137059	-0.30554657	-0.12823334	-0.61796589
106	0.25204831	-0.00060425372	-0.070452518	-0.47081672	-0.11866822	-0.38629262	0.91945968	-0.35727178	0.024557592	-0.97072966	-0.96997183	-0.97910656	0.46693365	0.10277054	0.081785272	-0.38376017	-0.071488493	-0.63509044
107	0.33806106	-0.0413713	-0.097384161	-0.42999883	-0.013674252	-0.39347137	0.91654519	-0.35313681	0.024684898	-0.99155424	-0.98750442	-0.98013134	-0.080848349	-0.029468549	-0.27373084	-0.27728535	0.12847259	-0.61256004
108	0.29030031	-0.044250443	-0.12549008	-0.42055075	0.015899795	-0.41892164	0.91795101	-0.35847392	0.02139666	-0.99312039	-0.96913297	-0.98555228	-0.22010624	-0.1249459	-0.27081441	-0.24088719	0.1300757	-0.61494239
109	0.26086953	-0.015550952	-0.12094838	-0.50433982	-0.062690202	-0.39407741	0.91617182	-0.36393656	0.019898263	-0.98836267	-0.97230774	-0.98891064	0.25317341	0.019096269	0.020658062	-0.34959935	-0.067041301	-0.63888555
110	0.39276304	-0.059173884	-0.11092832	-0.14842192	0.048984289	-0.29634554	0.88843472	-0.35208513	0.024746154	-0.97455562	-0.94963851	-0.92848257	0.074300402	-0.066104089	-0.065671959	-0.16700288	-0.0091622896	-0.46260992
